subject_code,subject_name,parent_code,parent_name,level,root_code,segment_count,is_leaf,path_codes
1003.01.02.01.002,农行,1003.01.02.01,中资银行,5,1003,5,false,"[""1003"",""1003.01"",""1003.01.02"",""1003.01.02.01"",""1003.01.02.01.002""]"
1003.01.02.01.001.DC5049 OTC,工行杭州南星桥支行5(20220527),1003.01.02.01.001,工行,6,1003,6,true,"[""1003"",""1003.01"",""1003.01.02"",""1003.01.02.01"",""1003.01.02.01.001"",""1003.01.02.01.001.DC5049 OTC""]"
1003.01.02.01.001.DC5079 OTC,工商银行佛山高明沧江支行9.9(20220630),1003.01.02.01.001,工行,6,1003,6,true,"[""1003"",""1003.01"",""1003.01.02"",""1003.01.02.01"",""1003.01.02.01.001"",""1003.01.02.01.001.DC5079 OTC""]"
1003.01.02.01.001.DC5080 OTC,工商银行英德支行4.99(20220630),1003.01.02.01.001,工行,6,1003,6,true,"[""1003"",""1003.01"",""1003.01.02"",""1003.01.02.01"",""1003.01.02.01.001"",""1003.01.02.01.001.DC5080 OTC""]"
1003.01.02.01.001.DC5086 OTC,工行中山城北支行9.7(20220722),1003.01.02.01.001,工行,6,1003,6,true,"[""1003"",""1003.01"",""1003.01.02"",""1003.01.02.01"",""1003.01.02.01.001"",""1003.01.02.01.001.DC5086 OTC""]"
1003.01.02.01.001.DC5087 OTC,工行中山西区支行9.8(20220722),1003.01.02.01.001,工行,6,1003,6,true,"[""1003"",""1003.01"",""1003.01.02"",""1003.01.02.01"",""1003.01.02.01.001"",""1003.01.02.01.001.DC5087 OTC""]"
1003.01.02.01.001.DC5092 OTC,工行中山银苑支行9.9(20220728),1003.01.02.01.001,工行,6,1003,6,true,"[""1003"",""1003.01"",""1003.01.02"",""1003.01.02.01"",""1003.01.02.01.001"",""1003.01.02.01.001.DC5092 OTC""]"
1003.01.02.01.002.DC5058 OTC,农行台州温岭支行20(20220610),1003.01.02.01.002,农行,6,1003,6,true,"[""1003"",""1003.01"",""1003.01.02"",""1003.01.02.01"",""1003.01.02.01.002"",""1003.01.02.01.002.DC5058 OTC""]"
1111,买入返售金融资产,,,1,1111,1,false,"[""1111""]"
1111.01,买入返售金融资产,1111,买入返售金融资产,2,1111,2,false,"[""1111"",""1111.01""]"
1111.01.01,买入返售金融资产,1111.01,买入返售金融资产,3,1111,3,false,"[""1111"",""1111.01"",""1111.01.01""]"
1111.01.01.01,质押式,1111.01.01,买入返售金融资产,4,1111,4,false,"[""1111"",""1111.01"",""1111.01.01"",""1111.01.01.01""]"
1111.01.01.01.003,银行间,1111.01.01.01,质押式,5,1111,5,false,"[""1111"",""1111.01"",""1111.01.01"",""1111.01.01.01"",""1111.01.01.01.003""]"
1111.01.01.01.006,银行间_应计利息,1111.01.01.01,质押式,5,1111,5,false,"[""1111"",""1111.01"",""1111.01.01"",""1111.01.01.01"",""1111.01.01.01.006""]"
1111.01.01.01.003.00R001 IB,00R001,1111.01.01.01.003,银行间,6,1111,6,true,"[""1111"",""1111.01"",""1111.01.01"",""1111.01.01.01"",""1111.01.01.01.003"",""1111.01.01.01.003.00R001 IB""]"
1111.01.01.01.006.00R001 IB,00R001,1111.01.01.01.006,银行间_应计利息,6,1111,6,true,"[""1111"",""1111.01"",""1111.01.01"",""1111.01.01.01"",""1111.01.01.01.006"",""1111.01.01.01.006.00R001 IB""]"
2202,应付账款,,,1,2202,1,false,"[""2202""]"
2202.01,应付账款-应付管理费,2202,应付账款,2,2202,2,false,"[""2202"",""2202.01""]"
2202.02,应付账款-应付托管费,2202,应付账款,2,2202,2,false,"[""2202"",""2202.02""]"
2202.01.YYL_GLF,管理费,2202.01,应付账款-应付管理费,3,2202,3,true,"[""2202"",""2202.01"",""2202.01.YYL_GLF""]"
2202.02.YYL_TGF,托管费,2202.02,应付账款-应付托管费,3,2202,3,true,"[""2202"",""2202.02"",""2202.02.YYL_TGF""]"
2207,应付佣金,,,1,2207,1,false,"[""2207""]"
2207.01,应付佣金_席位使用费,2207,应付佣金,2,2207,2,false,"[""2207"",""2207.01""]"
2207.01.01,上交所,2207.01,应付佣金_席位使用费,3,2207,3,false,"[""2207"",""2207.01"",""2207.01.01""]"
2207.01.01.37855,中信证券,2207.01.01,上交所,4,2207,4,true,"[""2207"",""2207.01"",""2207.01.01"",""2207.01.01.37855""]"
2207.01.01.48793,安信证券,2207.01.01,上交所,4,2207,4,true,"[""2207"",""2207.01"",""2207.01.01"",""2207.01.01.48793""]"
2241,其他应付款,,,1,2241,1,false,"[""2241""]"
2241.01,应付银行间交易费用,2241,其他应付款,2,2241,2,false,"[""2241"",""2241.01""]"
2241.01.01,中债登手续费,2241.01,应付银行间交易费用,3,2241,3,false,"[""2241"",""2241.01"",""2241.01.01""]"
2241.01.02,上清所手续费,2241.01,应付银行间交易费用,3,2241,3,false,"[""2241"",""2241.01"",""2241.01.02""]"
2241.01.01.02,交易手续费_债券,2241.01.01,中债登手续费,4,2241,4,true,"[""2241"",""2241.01"",""2241.01.01"",""2241.01.01.02""]"
2241.01.01.03,结算服务费_回购,2241.01.01,中债登手续费,4,2241,4,true,"[""2241"",""2241.01"",""2241.01.01"",""2241.01.01.03""]"
2241.01.01.04,交易手续费_回购,2241.01.01,中债登手续费,4,2241,4,true,"[""2241"",""2241.01"",""2241.01.01"",""2241.01.01.04""]"
2241.01.02.02,上清所结算服务费,2241.01.02,上清所手续费,4,2241,4,true,"[""2241"",""2241.01"",""2241.01.02"",""2241.01.02.02""]"
2241.01.02.03,上清所结算服务费_回购,2241.01.02,上清所手续费,4,2241,4,true,"[""2241"",""2241.01"",""2241.01.02"",""2241.01.02.03""]"
