sheet_name,row_data_number,subject_code,subject_name,level,parent_code,root_code,segment_count,path_codes,is_leaf
ODS_RAW_DATA,32,1103.H2.01.112405106 IB,24建设银行CD106,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112405106 IB""]",true
ODS_RAW_DATA,33,1103.H2.01.112405113 IB,24建设银行CD113,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112405113 IB""]",true
ODS_RAW_DATA,34,1103.H2.01.112405146 IB,24建设银行CD146,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112405146 IB""]",true
ODS_RAW_DATA,35,1103.H2.01.112405149 IB,24建设银行CD149,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112405149 IB""]",true
ODS_RAW_DATA,36,1103.H2.01.112406347 IB,24交通银行CD347,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112406347 IB""]",true
ODS_RAW_DATA,37,1103.H2.01.112408092 IB,24中信银行CD092,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112408092 IB""]",true
ODS_RAW_DATA,38,1103.H2.01.112408143 IB,24中信银行CD143,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112408143 IB""]",true
ODS_RAW_DATA,39,1103.H2.01.112408158 IB,24中信银行CD158,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112408158 IB""]",true
ODS_RAW_DATA,40,1103.H2.01.112408359 IB,24中信银行CD359,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112408359 IB""]",true
ODS_RAW_DATA,41,1103.H2.01.112409110 IB,24浦发银行CD110,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112409110 IB""]",true
ODS_RAW_DATA,42,1103.H2.01.112409164 IB,24浦发银行CD164,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112409164 IB""]",true
ODS_RAW_DATA,43,1103.H2.01.112409174 IB,24浦发银行CD174,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112409174 IB""]",true
ODS_RAW_DATA,44,1103.H2.01.112410060 IB,24兴业银行CD060,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112410060 IB""]",true
ODS_RAW_DATA,45,1103.H2.01.112410104 IB,24兴业银行CD104,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112410104 IB""]",true
ODS_RAW_DATA,46,1103.H2.01.112410114 IB,24兴业银行CD114,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112410114 IB""]",true
ODS_RAW_DATA,47,1103.H2.01.112411047 IB,24平安银行CD047,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112411047 IB""]",true
ODS_RAW_DATA,48,1103.H2.01.112411059 IB,24平安银行CD059,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112411059 IB""]",true
ODS_RAW_DATA,49,1103.H2.01.112411073 IB,24平安银行CD073,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112411073 IB""]",true
ODS_RAW_DATA,50,1103.H2.01.112411074 IB,24平安银行CD074,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112411074 IB""]",true
ODS_RAW_DATA,51,1103.H2.01.112414042 IB,24江苏银行CD042,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112414042 IB""]",true
ODS_RAW_DATA,52,1103.H2.01.112415252 IB,24民生银行CD252,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112415252 IB""]",true
ODS_RAW_DATA,53,1103.H2.01.112417058 IB,24光大银行CD058,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112417058 IB""]",true
ODS_RAW_DATA,54,1103.H2.01.112417142 IB,24光大银行CD142,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112417142 IB""]",true
ODS_RAW_DATA,55,1103.H2.01.112418098 IB,24华夏银行CD098,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112418098 IB""]",true
ODS_RAW_DATA,56,1103.H2.01.112418154 IB,24华夏银行CD154,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112418154 IB""]",true
ODS_RAW_DATA,57,1103.H2.01.112418166 IB,24华夏银行CD166,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112418166 IB""]",true
ODS_RAW_DATA,58,1103.H2.01.112418189 IB,24华夏银行CD189,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112418189 IB""]",true
ODS_RAW_DATA,59,1103.H2.01.112420149 IB,24广发银行CD149,4,1103.H2.01,1103,4,"[""1103"",""1103.H2"",""1103.H2.01"",""1103.H2.01.112420149 IB""]",true
ODS_RAW_DATA,60,1103.H2.98,以摊余成本计量的债券_银行间_已上市_同业存单_溢折价,3,1103.H2,1103,3,"[""1103"",""1103.H2"",""1103.H2.98""]",false
ODS_RAW_DATA,61,1103.H2.98.112402051 IB,24工商银行CD051,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112402051 IB""]",true
ODS_RAW_DATA,62,1103.H2.98.112402164 IB,24工商银行CD164,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112402164 IB""]",true
ODS_RAW_DATA,63,1103.H2.98.112404015 IB,24中国银行CD015,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112404015 IB""]",true
ODS_RAW_DATA,64,1103.H2.98.112404021 IB,24中国银行CD021,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112404021 IB""]",true
ODS_RAW_DATA,65,1103.H2.98.112404022 IB,24中国银行CD022,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112404022 IB""]",true
ODS_RAW_DATA,66,1103.H2.98.112404025 IB,24中国银行CD025,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112404025 IB""]",true
ODS_RAW_DATA,67,1103.H2.98.112404041 IB,24中国银行CD041,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112404041 IB""]",true
ODS_RAW_DATA,68,1103.H2.98.112405068 IB,24建设银行CD068,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112405068 IB""]",true
ODS_RAW_DATA,69,1103.H2.98.112405078 IB,24建设银行CD078,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112405078 IB""]",true
ODS_RAW_DATA,70,1103.H2.98.112405083 IB,24建设银行CD083,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112405083 IB""]",true
ODS_RAW_DATA,71,1103.H2.98.112405086 IB,24建设银行CD086,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112405086 IB""]",true
ODS_RAW_DATA,72,1103.H2.98.112405106 IB,24建设银行CD106,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112405106 IB""]",true
ODS_RAW_DATA,73,1103.H2.98.112405113 IB,24建设银行CD113,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112405113 IB""]",true
ODS_RAW_DATA,74,1103.H2.98.112405146 IB,24建设银行CD146,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112405146 IB""]",true
ODS_RAW_DATA,75,1103.H2.98.112405149 IB,24建设银行CD149,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112405149 IB""]",true
ODS_RAW_DATA,76,1103.H2.98.112406347 IB,24交通银行CD347,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112406347 IB""]",true
ODS_RAW_DATA,77,1103.H2.98.112408092 IB,24中信银行CD092,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112408092 IB""]",true
ODS_RAW_DATA,78,1103.H2.98.112408143 IB,24中信银行CD143,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112408143 IB""]",true
ODS_RAW_DATA,79,1103.H2.98.112408158 IB,24中信银行CD158,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112408158 IB""]",true
ODS_RAW_DATA,80,1103.H2.98.112408359 IB,24中信银行CD359,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112408359 IB""]",true
ODS_RAW_DATA,81,1103.H2.98.112409110 IB,24浦发银行CD110,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112409110 IB""]",true
ODS_RAW_DATA,82,1103.H2.98.112409164 IB,24浦发银行CD164,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112409164 IB""]",true
ODS_RAW_DATA,83,1103.H2.98.112409174 IB,24浦发银行CD174,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112409174 IB""]",true
ODS_RAW_DATA,84,1103.H2.98.112410060 IB,24兴业银行CD060,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112410060 IB""]",true
ODS_RAW_DATA,85,1103.H2.98.112410104 IB,24兴业银行CD104,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112410104 IB""]",true
ODS_RAW_DATA,86,1103.H2.98.112410114 IB,24兴业银行CD114,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112410114 IB""]",true
ODS_RAW_DATA,87,1103.H2.98.112411047 IB,24平安银行CD047,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112411047 IB""]",true
ODS_RAW_DATA,88,1103.H2.98.112411059 IB,24平安银行CD059,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112411059 IB""]",true
ODS_RAW_DATA,89,1103.H2.98.112411073 IB,24平安银行CD073,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112411073 IB""]",true
ODS_RAW_DATA,90,1103.H2.98.112411074 IB,24平安银行CD074,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112411074 IB""]",true
ODS_RAW_DATA,91,1103.H2.98.112415252 IB,24民生银行CD252,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112415252 IB""]",true
ODS_RAW_DATA,92,1103.H2.98.112417058 IB,24光大银行CD058,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112417058 IB""]",true
ODS_RAW_DATA,93,1103.H2.98.112417142 IB,24光大银行CD142,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112417142 IB""]",true
ODS_RAW_DATA,94,1103.H2.98.112418098 IB,24华夏银行CD098,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112418098 IB""]",true
ODS_RAW_DATA,95,1103.H2.98.112418154 IB,24华夏银行CD154,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112418154 IB""]",true
ODS_RAW_DATA,96,1103.H2.98.112418166 IB,24华夏银行CD166,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112418166 IB""]",true
ODS_RAW_DATA,97,1103.H2.98.112418189 IB,24华夏银行CD189,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112418189 IB""]",true
ODS_RAW_DATA,98,1103.H2.98.112420149 IB,24广发银行CD149,4,1103.H2.98,1103,4,"[""1103"",""1103.H2"",""1103.H2.98"",""1103.H2.98.112420149 IB""]",true
ODS_RAW_DATA,99,1108,其他交易性金融资产投资,1,,1108,1,"[""1108""]",false
ODS_RAW_DATA,100,1108.01,场外_信托,2,1108,1108,2,"[""1108"",""1108.01""]",false
ODS_RAW_DATA,101,1108.01.03,应计其他交易性金融资产利息_场外_信托,3,1108.01,1108,3,"[""1108"",""1108.01"",""1108.01.03""]",false
ODS_RAW_DATA,102,1108.01.03.XTYBZJJJX OTC,信托业保障基金（计提收益）,4,1108.01.03,1108,4,"[""1108"",""1108.01"",""1108.01.03"",""1108.01.03.XTYBZJJJX OTC""]",true
ODS_RAW_DATA,103,1108.19,场外_理财品种_信托业保障基金,2,1108,1108,2,"[""1108"",""1108.19""]",false
ODS_RAW_DATA,104,1108.19.01,场外_理财品种_信托业保障基金_成本,3,1108.19,1108,3,"[""1108"",""1108.19"",""1108.19.01""]",false
ODS_RAW_DATA,105,1108.19.01.XTYBZJJJX OTC,信托业保障基金（计提收益）,4,1108.19.01,1108,4,"[""1108"",""1108.19"",""1108.19.01"",""1108.19.01.XTYBZJJJX OTC""]",true
ODS_RAW_DATA,106,2206,应付管理人报酬,1,,2206,1,"[""2206""]",false
ODS_RAW_DATA,107,2206.05,应付受托人固定受托费,2,2206,2206,2,"[""2206"",""2206.05""]",true
ODS_RAW_DATA,108,2207,应付托管费,1,,2207,1,"[""2207""]",false
ODS_RAW_DATA,109,2207.01,应付托管费,2,2207,2207,2,"[""2207"",""2207.01""]",true
ODS_RAW_DATA,110,2209,应付交易费用,1,,2209,1,"[""2209""]",false
ODS_RAW_DATA,111,2209.02,应付交易费用,2,2209,2209,2,"[""2209"",""2209.02""]",false
ODS_RAW_DATA,112,2209.02.01,结算服务费,3,2209.02,2209,3,"[""2209"",""2209.02"",""2209.02.01""]",false
ODS_RAW_DATA,113,2209.02.01.04,应付上清所债券结算服务费,4,2209.02.01,2209,4,"[""2209"",""2209.02"",""2209.02.01"",""2209.02.01.04""]",true
ODS_RAW_DATA,114,2209.02.02,交易手续费,3,2209.02,2209,3,"[""2209"",""2209.02"",""2209.02.02""]",false
ODS_RAW_DATA,115,2209.02.02.04,应付上清所债券交易手续费,4,2209.02.02,2209,4,"[""2209"",""2209.02"",""2209.02.02"",""2209.02.02.04""]",true
ODS_RAW_DATA,116,2221,应付税费,1,,2221,1,"[""2221""]",false
ODS_RAW_DATA,117,2221.05,应付税费_增值税,2,2221,2221,2,"[""2221"",""2221.05""]",false
ODS_RAW_DATA,118,2221.05.02,应付税费_销项税_金融商品转让,3,2221.05,2221,3,"[""2221"",""2221.05"",""2221.05.02""]",true
ODS_RAW_DATA,119,2221.06,应付税费_附加税,2,2221,2221,2,"[""2221"",""2221.06""]",false
ODS_RAW_DATA,120,2221.06.01,应付税费_城建税,3,2221.06,2221,3,"[""2221"",""2221.06"",""2221.06.01""]",true
ODS_RAW_DATA,121,2221.06.02,应付税费_教育税,3,2221.06,2221,3,"[""2221"",""2221.06"",""2221.06.02""]",true
ODS_RAW_DATA,122,2221.06.03,应付税费_地方教育税,3,2221.06,2221,3,"[""2221"",""2221.06"",""2221.06.03""]",true
ODS_RAW_DATA,123,2232,应付利润,1,,2232,1,"[""2232""]",false
ODS_RAW_DATA,124,2232.01,应付利润,2,2232,2232,2,"[""2232"",""2232.01""]",true
