subject_code,subject_name,parent_code,parent_name,level,root_code,segment_count,is_leaf,path_codes
1105.F1.99.483003,工银精选平衡混合,1105.F1.99,估值增值,4,1105,4,true,"[""1105"",""1105.F1"",""1105.F1.99"",""1105.F1.99.483003""]"
1105.F2.01.161222,国投瑞利,1105.F2.01,成本,4,1105,4,true,"[""1105"",""1105.F2"",""1105.F2.01"",""1105.F2.01.161222""]"
1105.F2.99.161222,国投瑞利,1105.F2.99,估值增值,4,1105,4,true,"[""1105"",""1105.F2"",""1105.F2.99"",""1105.F2.99.161222""]"
2206,应付管理人报酬,,,1,2206,1,false,"[""2206""]"
2206.01,应付基金管理费,2206,应付管理人报酬,2,2206,2,false,"[""2206"",""2206.01""]"
2206.01.3M2273,应付基金管理费,2206.01,应付基金管理费,3,2206,3,true,"[""2206"",""2206.01"",""2206.01.3M2273""]"
2207,应付托管费,,,1,2207,1,false,"[""2207""]"
2207.01,应付托管费,2207,应付托管费,2,2207,2,false,"[""2207"",""2207.01""]"
2207.01.3M2273,应付托管费,2207.01,应付托管费,3,2207,3,true,"[""2207"",""2207.01"",""2207.01.3M2273""]"
2209,应付交易费用,,,1,2209,1,false,"[""2209""]"
2209.01,应付佣金,2209,应付交易费用,2,2209,2,false,"[""2209"",""2209.01""]"
2209.01.29,国泰君安证券,2209.01,应付佣金,3,2209,3,false,"[""2209"",""2209.01"",""2209.01.29""]"
2209.01.29.37450,37450,2209.01.29,国泰君安证券,4,2209,4,true,"[""2209"",""2209.01"",""2209.01.29"",""2209.01.29.37450""]"
2501,预提费用,,,1,2501,1,false,"[""2501""]"
2501.01,审计费用,2501,预提费用,2,2501,2,true,"[""2501"",""2501.01""]"
